source_file,row,old_key,new_key,status,reason
Common_Global.csv,2,SUBTITLE,global_subtitle,auto_renamed,normalized
Common_Global.csv,3,SUBTITLE,global_subtitle_002,auto_renamed_with_suffix,duplicate_collision_suffix_added
Common_Global.csv,4,CLICKANYWHERE,global_clickanywhere,auto_renamed,normalized
Common_Global.csv,5,NEWGAME,global_newgame,auto_renamed,normalized
Common_Global.csv,6,CONTINUTE,global_continue,auto_renamed,normalized
Common_Global.csv,7,NEWGAMECONFIRM,global_newgameconfirm,auto_renamed,normalized
Common_Global.csv,8,LastPlayed,global_last_played,auto_renamed,normalized
Common_Global.csv,9,SET,global_set,auto_renamed,normalized
Common_Global.csv,10,HOWTOPLAY,global_howtoplay,auto_renamed,normalized
Common_Global.csv,11,CONTROL,global_control,auto_renamed,normalized
Common_Global.csv,12,SOUND,global_sound,auto_renamed,normalized
Common_Global.csv,13,CREDIT,global_credit,auto_renamed,normalized
Common_Global.csv,14,MSTERVOLUME,global_master_volume,auto_renamed,normalized
Common_Global.csv,15,MUSIC,global_music,auto_renamed,normalized
Common_Global.csv,16,SFX,global_sfx,auto_renamed,normalized
Common_Global.csv,17,LANGUAGE,global_language,auto_renamed,normalized
Common_Global.csv,18,RESETTODEFAULT,global_resettodefault,auto_renamed,normalized
Common_Global.csv,19,RESET,global_reset,auto_renamed,normalized
Common_Global.csv,20,PAUSE,global_pause,auto_renamed,normalized
Common_Global.csv,21,DISPLAY,global_display,auto_renamed,normalized
Common_Global.csv,22,DISPLAYMODE,global_displaymode,auto_renamed,normalized
Common_Global.csv,23,WINDOWED,global_windowed,auto_renamed,normalized
Common_Global.csv,24,FULLSCREEN,global_fullscreen,auto_renamed,normalized
Common_Global.csv,25,BORDERLESS,global_borderless,auto_renamed,normalized
Common_Global.csv,26,RESOLUTION,global_resolution,auto_renamed,normalized
Common_Global.csv,27,DISPLAYCOLOR,global_displaycolor,auto_renamed,normalized
Common_Global.csv,28,WHITE,global_white,auto_renamed,normalized
Common_Global.csv,29,CREAM,global_cream,auto_renamed,normalized
Common_Global.csv,30,GREEN,global_green,auto_renamed,normalized
Common_Global.csv,31,BROWN,global_brown,auto_renamed,normalized
Common_Global.csv,32,DRAGMETHOD,global_dragmethod,auto_renamed,normalized
Common_Global.csv,33,DRAGLEFT,global_dragleft,auto_renamed,normalized
Common_Global.csv,34,DRAGRIGHT,global_dragright,auto_renamed,normalized
Common_Global.csv,35,APARTMENT,global_apartment,auto_renamed,normalized
Common_Global.csv,36,BACKTOTITLE,global_backtotitle,auto_renamed,normalized
Common_Global.csv,37,BACKTOMENE,global_back_to_menu,auto_renamed,normalized
Common_Global.csv,38,RESUME,global_resume,auto_renamed,normalized
Common_Global.csv,39,LEAVE,global_leave,auto_renamed,normalized
Common_Global.csv,40,YES,global_yes,auto_renamed,normalized
Common_Global.csv,41,NO,global_no,auto_renamed,normalized
Common_Global.csv,42,MenuCheck,global_menu_check,auto_renamed,normalized
Common_Global.csv,43,Go,global_go,auto_renamed,normalized
Common_Global.csv,44,BagHint,global_bag_hint,auto_renamed,normalized
Common_Global.csv,45,BookHint,global_book_hint,auto_renamed,normalized
Common_Global.csv,46,SideBarHint,global_side_bar_hint,auto_renamed,normalized
Common_Global.csv,47,StickerBookHint,global_sticker_book_hint,auto_renamed,normalized
Common_Global.csv,48,WINTEXT,global_wintext,auto_renamed,normalized
Common_Global.csv,49,WINTEXT2,global_wintext2,auto_renamed,normalized
Common_Global.csv,50,EXIT,global_exit,auto_renamed,normalized
Common_Global.csv,51,BACK,global_back,auto_renamed,normalized
Common_Global.csv,52,ACHIEVE,global_achieve,auto_renamed,normalized
Common_Global.csv,53,FORMGOOGLE,global_formgoogle,auto_renamed,normalized
Common_Global.csv,54,FORMWQX,global_formwqx,auto_renamed,normalized
Common_Global.csv,55,MAKEBY,global_makeby,auto_renamed,normalized
Menu.csv,2,ACT0,menu_act0,auto_renamed,normalized
Menu.csv,3,CONFIRNTEXT,menu_confirm_text,auto_renamed,normalized
Menu.csv,4,ENTER,menu_enter,auto_renamed,normalized
Menu.csv,5,CANCEL,menu_cancel,auto_renamed,normalized
Intro.csv,2,GUIDETEXT1,intro_guide_text1,auto_renamed,normalized
Intro.csv,3,GUIDETEXT1-2,intro_guide_text1_2,auto_renamed,normalized
Intro.csv,4,GUIDETEXT2,intro_guide_text2,auto_renamed,normalized
Intro.csv,5,GUIDETEXT3,intro_guide_text3,auto_renamed,normalized
Intro.csv,6,GUIDETEXT4,intro_guide_text4,auto_renamed,normalized
Intro.csv,7,GUIDETEXT5,intro_guide_text5,auto_renamed,normalized
Intro.csv,8,GUIDETEXT6,intro_guide_text6,auto_renamed,normalized
Intro.csv,9,SKIPBUTTON,intro_skipbutton,auto_renamed,normalized
Intro.csv,10,GOTOMENU,intro_gotomenu,auto_renamed,normalized
Intro.csv,11,MeText1,intro_me_text1,auto_renamed,normalized
Intro.csv,12,FriendText1,intro_friend_text1,auto_renamed,normalized
Intro.csv,13,MeText2,intro_me_text2,auto_renamed,normalized
Intro.csv,14,FriendText2,intro_friend_text2,auto_renamed,normalized
Intro.csv,15,MeText3,intro_me_text3,auto_renamed,normalized
Intro.csv,16,FriendText3,intro_friend_text3,auto_renamed,normalized
Intro.csv,17,MeText4,intro_me_text4,auto_renamed,normalized
Intro.csv,18,FriendText4,intro_friend_text4,auto_renamed,normalized
Intro.csv,19,MeText5,intro_me_text5,auto_renamed,normalized
Intro.csv,20,FriendText5,intro_friend_text5,auto_renamed,normalized
Intro.csv,21,MeText6,intro_me_text6,auto_renamed,normalized
Intro.csv,22,FriendText6,intro_friend_text6,auto_renamed,normalized
Intro.csv,23,IntroScene1-1,intro_scene1_1,auto_renamed,normalized
Intro.csv,24,IntroScene1-1,intro_scene1_1_002,auto_renamed_with_suffix,duplicate_collision_suffix_added
Intro.csv,25,IntroScene1-2,intro_scene1_2,auto_renamed,normalized
Intro.csv,26,IntroScene1-3,intro_scene1_3,auto_renamed,normalized
Intro.csv,27,IntroScene1-4,intro_scene1_4,auto_renamed,normalized
Intro.csv,28,IntroScene1-5,intro_scene1_5,auto_renamed,normalized
Intro.csv,29,IntroScene1-6,intro_scene1_6,auto_renamed,normalized
Intro.csv,30,IntroScene1-7,intro_scene1_7,auto_renamed,normalized
Intro.csv,31,IntroScene2-1,intro_scene2_1,auto_renamed,normalized
Intro.csv,32,IntroScene2-2,intro_scene2_2,auto_renamed,normalized
Intro.csv,33,IntroScene2-3,intro_scene2_3,auto_renamed,normalized
Gameplay_UI.csv,2,HOWTOPLAY,gameplay_howtoplay,auto_renamed,normalized
Gameplay_UI.csv,3,HOWTOPLAY1,gameplay_howtoplay1,auto_renamed,normalized
Gameplay_UI.csv,4,HOWTOPLAY2,gameplay_howtoplay2,auto_renamed,normalized
Gameplay_UI.csv,5,HOWTOPLAY3,gameplay_howtoplay3,auto_renamed,normalized
Gameplay_UI.csv,6,HOWTOPLAY4,gameplay_howtoplay4,auto_renamed,normalized
Gameplay_UI.csv,7,KEEPPLAY,gameplay_keepplay,auto_renamed,normalized
Gameplay_UI.csv,8,Continue,gameplay_continue,auto_renamed,normalized
Gameplay_UI.csv,9,CONGRATULATE2,gameplay_congratulate2,auto_renamed,normalized
Gameplay_UI.csv,10,HOWTOPLAY4,gameplay_howtoplay4_002,auto_renamed_with_suffix,duplicate_collision_suffix_added
Gameplay_UI.csv,11,control-hint1,gameplay_control_hint1,auto_renamed,normalized
Gameplay_UI.csv,12,control-hint2,gameplay_control_hint2,auto_renamed,normalized
Gameplay_UI.csv,13,control-hint3,gameplay_control_hint3,auto_renamed,normalized
Gameplay_UI.csv,14,control-hint4,gameplay_control_hint4,auto_renamed,normalized
Gameplay_UI.csv,15,PhoneAlbumHint,gameplay_phone_album_hint,auto_renamed,normalized
Level_Spot0.csv,2,SPOT0,level0_spot,auto_renamed,normalized
Level_Spot0.csv,3,Guide_level0,level0_guide,auto_renamed,normalized
Level_Spot0.csv,4,Guide_level0_1,level0_guide_1,auto_renamed,normalized
Level_Spot0.csv,5,Guide_level0_2,level0_guide_2,auto_renamed,normalized
Level_Spot0.csv,6,Guide_level0_3,level0_guide_3,auto_renamed,normalized
Level_Spot0.csv,7,Guide_level0_4,level0_guide_4,auto_renamed,normalized
Level_Spot0.csv,8,Guide_level0_5,level0_guide_5,auto_renamed,normalized
Level_Spot0.csv,9,SPOTTEXT0,level0_spot_text,auto_renamed,normalized
Level_Spot0.csv,10,GOALX,level0_goalx,auto_renamed,normalized
Level_Spot0.csv,11,GOALXDIALOG1,level0_goalx_dialog1,auto_renamed,normalized
Level_Spot0.csv,12,GOALXDIALOG11,level0_goalx_dialog11,auto_renamed,normalized
Level_Spot0.csv,13,GOALXDIALOG111,level0_goalx_dialog111,auto_renamed,normalized
Level_Spot0.csv,14,GOALXDIALOG1111,level0_goalx_dialog1111,auto_renamed,normalized
Level_Spot0.csv,15,GOALXDIALOG1,level0_goalx_dialog1_002,auto_renamed_with_suffix,duplicate_collision_suffix_added
Level_Spot0.csv,16,GOALXDIALOG22,level0_goalx_dialog22,auto_renamed,normalized
Level_Spot0.csv,17,GOALXDIALOG3,level0_goalx_dialog3,auto_renamed,normalized
Level_Spot0.csv,18,SGOAL1,level0_subgoal1,auto_renamed,normalized
Level_Spot0.csv,19,SGOAL1DIALOG2,level0_subgoal1_dialog2,auto_renamed,normalized
Level_Spot0.csv,20,spot0-memo,level0_spot0_memo,auto_renamed,normalized
Level_Spot0.csv,21,Goal0Description,level0_goal0_description,auto_renamed,normalized
Level_Spot0.csv,22,Goal0Summary,level0_goal0_summary,auto_renamed,normalized
Level_Spot0.csv,23,Sgoal1Description,level0_subgoal1_description,auto_renamed,normalized
Level_Spot0.csv,24,Level0Congrats,level0_congrats,auto_renamed,normalized
Level_Spot0.csv,25,GoalXAlbumPhoto,level0_goal_x_album_photo,auto_renamed,normalized
Level_Spot0.csv,26,GoalXDiaryText,level0_goal_x_diary_text,auto_renamed,normalized
Level_Spot0.csv,27,control-hint1,level0_control_hint1,auto_renamed,normalized
Level_Spot0.csv,28,control-hint2,level0_control_hint2,auto_renamed,normalized
Level_Spot0.csv,29,control-hint3,level0_control_hint3,auto_renamed,normalized
Level_Spot1.csv,2,SPOT1,level1_spot,auto_renamed,normalized
Level_Spot1.csv,3,SPOTTEXT1,level1_spot_text,auto_renamed,normalized
Level_Spot1.csv,4,Guide_level1,level1_guide,auto_renamed,normalized
Level_Spot1.csv,5,Guide_level1_1,level1_guide_1,auto_renamed,normalized
Level_Spot1.csv,6,Guide_level1_2,level1_guide_2,auto_renamed,normalized
Level_Spot1.csv,7,Guide_level1_3,level1_guide_3,auto_renamed,normalized
Level_Spot1.csv,8,Goal101Description,level1_goal101_description,auto_renamed,normalized
Level_Spot1.csv,9,Goal101Summary,level1_goal101_summary,auto_renamed,normalized
Level_Spot1.csv,10,GOAL0,level1_goal0,auto_renamed,normalized
Level_Spot1.csv,11,GOAL0DIALOG1,level1_goal0_dialog1,auto_renamed,normalized
Level_Spot1.csv,12,GOAL0DIALOG11,level1_goal0_dialog11,auto_renamed,normalized
Level_Spot1.csv,13,GOAL0DIALOG2,level1_goal0_dialog2,auto_renamed,normalized
Level_Spot1.csv,14,GOAL0DIALOG3,level1_goal0_dialog3,auto_renamed,normalized
Level_Spot1.csv,15,Level1Congrats,level1_congrats,auto_renamed,normalized
Level_Spot2.csv,2,ACT2NAME,level2_act2_name,auto_renamed,normalized
Level_Spot2.csv,3,SPOT2,level2_spot,auto_renamed,normalized
Level_Spot2.csv,4,SPOTTEXT2,level2_spot_text,auto_renamed,normalized
Level_Spot2.csv,5,TEXT2,level2_text2,auto_renamed,normalized
Level_Spot2.csv,6,Guide_level2,level2_guide,auto_renamed,normalized
Level_Spot2.csv,7,Guide_level2_1,level2_guide_1,auto_renamed,normalized
Level_Spot2.csv,8,Guide_level2_2,level2_guide_2,auto_renamed,normalized
Level_Spot2.csv,9,Guide_level2_3,level2_guide_3,auto_renamed,normalized
Level_Spot2.csv,10,Goal201Description,level2_goal201_description,auto_renamed,normalized
Level_Spot2.csv,11,Goal201Summary,level2_goal201_summary,auto_renamed,normalized
Level_Spot2.csv,12,Goal202Description,level2_goal202_description,auto_renamed,normalized
Level_Spot2.csv,13,Goal202Summary,level2_goal202_summary,auto_renamed,normalized
Level_Spot2.csv,14,Goal203Description,level2_goal203_description,auto_renamed,normalized
Level_Spot2.csv,15,Goal203Summary,level2_goal203_summary,auto_renamed,normalized
Level_Spot2.csv,16,Goal204Description,level2_goal204_description,auto_renamed,normalized
Level_Spot2.csv,17,Goal204Summary,level2_goal204_summary,auto_renamed,normalized
Level_Spot2.csv,18,sgoal1-memo,level2_subgoal1_memo,auto_renamed,normalized
Level_Spot2.csv,19,sgoal2-memo,level2_subgoal2_memo,auto_renamed,normalized
Level_Spot2.csv,20,sgoal3-memo,level2_subgoal3_memo,auto_renamed,normalized
Level_Spot2.csv,21,TEXT1BIG,level2_text1_big,auto_renamed,normalized
Level_Spot2.csv,22,GOAL1,level2_goal1,auto_renamed,normalized
Level_Spot2.csv,23,GOAL1NOTE,level2_goal1_note,auto_renamed,normalized
Level_Spot2.csv,24,SGOAL1,level2_subgoal1,auto_renamed,normalized
Level_Spot2.csv,25,SGOAL2,level2_subgoal2,auto_renamed,normalized
Level_Spot2.csv,26,SGOAL3,level2_subgoal3,auto_renamed,normalized
Level_Spot2.csv,27,GOAL1DIALOG-default1,level2_goal1_dialog_default1,auto_renamed,normalized
Level_Spot2.csv,28,GOAL1DIALOG1,level2_goal1_dialog1,auto_renamed,normalized
Level_Spot2.csv,29,GOAL1DIALOG2,level2_goal1_dialog2,auto_renamed,normalized
Level_Spot2.csv,30,GOAL1DIALOG3,level2_goal1_dialog3,auto_renamed,normalized
Level_Spot2.csv,31,SGOAL1DIALOG1,level2_subgoal1_dialog1,auto_renamed,normalized
Level_Spot2.csv,32,SGOAL1DIALOG2,level2_subgoal1_dialog2,auto_renamed,normalized
Level_Spot2.csv,33,SGOAL1DIALOG3,level2_subgoal1_dialog3,auto_renamed,normalized
Level_Spot2.csv,34,SGOAL2DIALOG1,level2_subgoal2_dialog1,auto_renamed,normalized
Level_Spot2.csv,35,SGOAL2DIALOG2,level2_subgoal2_dialog2,auto_renamed,normalized
Level_Spot2.csv,36,SGOAL2DIALOG3,level2_subgoal2_dialog3,auto_renamed,normalized
Level_Spot2.csv,37,SGOAL3DIALOG1,level2_subgoal3_dialog1,auto_renamed,normalized
Level_Spot2.csv,38,SGOAL3DIALOG2,level2_subgoal3_dialog2,auto_renamed,normalized
Level_Spot2.csv,39,SGOAL3DIALOG3,level2_subgoal3_dialog3,auto_renamed,normalized
Level_Spot2.csv,40,Level2Congrats,level2_congrats,auto_renamed,normalized
Level_Spot3.csv,2,ACT3NAME,level3_act3_name,auto_renamed,normalized
Level_Spot3.csv,3,SPOT3,level3_spot,auto_renamed,normalized
Level_Spot3.csv,4,SPOTTEXT3,level3_spot_text,auto_renamed,normalized
Level_Spot3.csv,5,TEXT3,level3_text3,auto_renamed,normalized
Level_Spot3.csv,6,TEXT3BIG,level3_text3_big,auto_renamed,normalized
Level_Spot3.csv,7,Guide_level3,level3_guide,auto_renamed,normalized
Level_Spot3.csv,8,Guide_level3_1,level3_guide_1,auto_renamed,normalized
Level_Spot3.csv,9,Guide_level3_2,level3_guide_2,auto_renamed,normalized
Level_Spot3.csv,10,Guide_level3_3,level3_guide_3,auto_renamed,normalized
Level_Spot3.csv,11,Guide_level3_4,level3_guide_4,auto_renamed,normalized
Level_Spot3.csv,12,Guide_level3_5,level3_guide_5,auto_renamed,normalized
Level_Spot3.csv,13,Goal301Description,level3_goal301_description,auto_renamed,normalized
Level_Spot3.csv,14,Goal301Summary,level3_goal301_summary,auto_renamed,normalized
Level_Spot3.csv,15,Goal302Description,level3_goal302_description,auto_renamed,normalized
Level_Spot3.csv,16,Goal302Summary,level3_goal302_summary,auto_renamed,normalized
Level_Spot3.csv,17,Goal303Description,level3_goal303_description,auto_renamed,normalized
Level_Spot3.csv,18,Goal303Summary,level3_goal303_summary,auto_renamed,normalized
Level_Spot3.csv,19,Goal304Description,level3_goal304_description,auto_renamed,normalized
Level_Spot3.csv,20,Goal304Summary,level3_goal304_summary,auto_renamed,normalized
Level_Spot3.csv,21,Goal305Description,level3_goal305_description,auto_renamed,normalized
Level_Spot3.csv,22,Goal305Summary,level3_goal305_summary,auto_renamed,normalized
Level_Spot3.csv,23,Goal306Description,level3_goal306_description,auto_renamed,normalized
Level_Spot3.csv,24,Goal306Summary,level3_goal306_summary,auto_renamed,normalized
Level_Spot3.csv,25,Goal307Description,level3_goal307_description,auto_renamed,normalized
Level_Spot3.csv,26,Goal307Summary,level3_goal307_summary,auto_renamed,normalized
Level_Spot3.csv,27,goal3-memo,level3_goal3_memo,auto_renamed,normalized
Level_Spot3.csv,28,goal4-memo,level3_goal4_memo,auto_renamed,normalized
Level_Spot3.csv,29,sgoal2-1memo,level3_subgoal2_1memo,auto_renamed,normalized
Level_Spot3.csv,30,sgoal2-2memo,level3_subgoal2_2memo,auto_renamed,normalized
Level_Spot3.csv,31,sgoal2-3memo,level3_subgoal2_3memo,auto_renamed,normalized
Level_Spot3.csv,32,sgoal2-4memo,level3_subgoal2_4memo,auto_renamed,normalized
Level_Spot3.csv,33,GOAL2,level3_goal2,auto_renamed,normalized
Level_Spot3.csv,34,GOAL2NOTE,level3_goal2_note,auto_renamed,normalized
Level_Spot3.csv,35,GOAL3,level3_goal3,auto_renamed,normalized
Level_Spot3.csv,36,GOAL3NOTE,level3_goal3_note,auto_renamed,normalized
Level_Spot3.csv,37,GOAL4,level3_goal4,auto_renamed,normalized
Level_Spot3.csv,38,GOAL4NOTE,level3_goal4_note,auto_renamed,normalized
Level_Spot3.csv,39,GOAL2DIALOG1,level3_goal2_dialog1,auto_renamed,normalized
Level_Spot3.csv,40,GOAL2DIALOG11,level3_goal2_dialog11,auto_renamed,normalized
Level_Spot3.csv,41,GOAL2DIALOG111,level3_goal2_dialog111,auto_renamed,normalized
Level_Spot3.csv,42,GOAL2DIALOG1111,level3_goal2_dialog1111,auto_renamed,normalized
Level_Spot3.csv,43,GOAL2DIALOG11111,level3_goal2_dialog11111,auto_renamed,normalized
Level_Spot3.csv,44,GOAL2DIALOG2,level3_goal2_dialog2,auto_renamed,normalized
Level_Spot3.csv,45,GOAL2DIALOG22,level3_goal2_dialog22,auto_renamed,normalized
Level_Spot3.csv,46,GOAL2DIALOG3,level3_goal2_dialog3,auto_renamed,normalized
Level_Spot3.csv,47,GOAL3DIALOG1,level3_goal3_dialog1,auto_renamed,normalized
Level_Spot3.csv,48,GOAL3DIALOG11,level3_goal3_dialog11,auto_renamed,normalized
Level_Spot3.csv,49,GOAL3DIALOG2,level3_goal3_dialog2,auto_renamed,normalized
Level_Spot3.csv,50,GOAL3DIALOG22,level3_goal3_dialog22,auto_renamed,normalized
Level_Spot3.csv,51,GOAL3DIALOG3,level3_goal3_dialog3,auto_renamed,normalized
Level_Spot3.csv,52,GOAL3DIALOG33,level3_goal3_dialog33,auto_renamed,normalized
Level_Spot3.csv,53,GOAL4DIALOG1,level3_goal4_dialog1,auto_renamed,normalized
Level_Spot3.csv,54,GOAL4DIALOG11,level3_goal4_dialog11,auto_renamed,normalized
Level_Spot3.csv,55,GOAL4DIALOG2,level3_goal4_dialog2,auto_renamed,normalized
Level_Spot3.csv,56,GOAL4DIALOG3,level3_goal4_dialog3,auto_renamed,normalized
Level_Spot3.csv,57,SGOAL2-1,level3_subgoal2_1,auto_renamed,normalized
Level_Spot3.csv,58,GOAL2-1DIALOG1,level3_goal2_1_dialog1,auto_renamed,normalized
Level_Spot3.csv,59,GOAL2-1DIALOG11,level3_goal2_1_dialog11,auto_renamed,normalized
Level_Spot3.csv,60,GOAL2-1DIALOG2,level3_goal2_1_dialog2,auto_renamed,normalized
Level_Spot3.csv,61,GOAL2-1DIALOG22,level3_goal2_1_dialog22,auto_renamed,normalized
Level_Spot3.csv,62,GOAL2-1DIALOG3,level3_goal2_1_dialog3,auto_renamed,normalized
Level_Spot3.csv,63,SGOAL2-2,level3_subgoal2_2,auto_renamed,normalized
Level_Spot3.csv,64,GOAL2-2DIALOG1,level3_goal2_2_dialog1,auto_renamed,normalized
Level_Spot3.csv,65,GOAL2-2DIALOG11,level3_goal2_2_dialog11,auto_renamed,normalized
Level_Spot3.csv,66,GOAL2-2DIALOG111,level3_goal2_2_dialog111,auto_renamed,normalized
Level_Spot3.csv,67,GOAL2-2DIALOG3,level3_goal2_2_dialog3,auto_renamed,normalized
Level_Spot3.csv,68,SGOAL2-3,level3_subgoal2_3,auto_renamed,normalized
Level_Spot3.csv,69,GOAL2-3DIALOG1,level3_goal2_3_dialog1,auto_renamed,normalized
Level_Spot3.csv,70,GOAL2-3DIALOG11,level3_goal2_3_dialog11,auto_renamed,normalized
Level_Spot3.csv,71,GOAL2-3DIALOG111,level3_goal2_3_dialog111,auto_renamed,normalized
Level_Spot3.csv,72,GOAL2-3DIALOG1111,level3_goal2_3_dialog1111,auto_renamed,normalized
Level_Spot3.csv,73,GOAL2-3DIALOG2,level3_goal2_3_dialog2,auto_renamed,normalized
Level_Spot3.csv,74,GOAL2-3DIALOG3,level3_goal2_3_dialog3,auto_renamed,normalized
Level_Spot3.csv,75,SGOAL2-4,level3_subgoal2_4,auto_renamed,normalized
Level_Spot3.csv,76,GOAL2-4DIALOG1,level3_goal2_4_dialog1,auto_renamed,normalized
Level_Spot3.csv,77,GOAL2-4DIALOG11,level3_goal2_4_dialog11,auto_renamed,normalized
Level_Spot3.csv,78,GOAL2-4DIALOG2,level3_goal2_4_dialog2,auto_renamed,normalized
Level_Spot3.csv,79,GOAL2-4DIALOG3,level3_goal2_4_dialog3,auto_renamed,normalized
Level_Spot3.csv,80,Level3Congrats,level3_congrats,auto_renamed,normalized
